S1	 43   41   37   26   27   29   28   38   35   35   44   40   25   40   44   41   26   29   39   49   28   32   36   38   33   40   38   25   27   41   36   26   36   38   29   35   33   37   27   31   44   32   33   40   34   40   38   40   36   30   34   46   29   45   35   35   31   22   33   36   39   78   37   45  
S2	 37   38   50   47   29   38   45   38   31   40   35   38   46   42   31   37   32   41   37   45   38   42   31   44   33   37   46   41   46   32   45   21   36   31   40   40   27   46   45   38   34   33   32   42   36   41   43   45   34   40   52  170   32   29   36   42   38   40   53   40   48   39   37   48  
S3	 29   29   35   29   28   34   38   39   29   37   29   30   35   35   32   34   26   25   35   37   39   29   30   36   29   37   36   37   30   23   31   39   34   34   33   34   17   56   30   34   29   25   33   32   32   33   27   29   27   29   41   33   33   33   28   33   37   33   30   33   39   29   43   42  
S4	 31   38   29   43   30   31   31   49   37   32   32   36   33   26   25   37   22   30   28   21   35   34   36   29   22   30   23   27   30   37   27   32   33   38   28   32   33   36   42   43   35   42   27   29   23   40   32   43   28   28   28   36   26   23   24   28   40   36   27   30   28   32   37   30  
S5	 35   40   34   39   32   24   33   38   29   36   27   33   38   48   35   29   27   35   40   44   28   26   33   30   32   40   37   55   38   35   36   31   36   38   33   30   29   37   36   25   43   35   41   32   28   33   30   38   32   27   22   31   33   35   37   29   32   45   26   41   29   39   29   36  
S6	 34   42   39   29   35   39   38   28   27   26   22   31   30   34   41   22   32   34   46   28   40   31  129   41   34   28   33   37   36   43   34   42   30   32   38   34   41   26   45   44   35   29   43   23   35   35   45   47   32   30   42   27   35   36   33   34   34   35   29   30   36   37   29   36  
S7	 39   42   37   33   25   36   48   42   36   52   31   39   31   39   35   28   30   36   32   32   27   79   26   43   31   33   36   40   36   34   44   36   37   34   40   42   27   35   36   45   33   38   42   46   36   37   29   42   33   41   27   30   43   39   35   43   35   29   27   31   40   25   36   41  
S8	 31   31   30   36   21   30   33   37   25   35   31   37   30   30   35   33   34   32   24   30   39   34   31   28   29   24   36   26   35   25   34   34   23   28   31   28   28   37   28   29   27   29   32   24   29   32   36   28   30   30   27   34   33   38   35   33   24   39   39   23   26   52   74   36  
